latitude,longitude,labels,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
39.103151,-94.581908,1,5.2027,6.189,7.5068,12.8932,6,2,10000000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4.5,1,acquired
42.546483,-71.173667,0,2.7836,10.9507,-1.9151,-1.9151,10,3,19009671,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,closed
37.805289,-122.404448,0,3.4986,3.4986,3,3,6,1,5000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,closed
47.675489,-122.191667,1,4.0466,9.3041,6.0027,6.0027,2,5,18914576,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,1,acquired
27.951849,-82.456397,0,6.3726,6.3726,,,0,1,4000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,closed
42.360253,-71.058291,1,1.326,2.7836,1.674,3.1342,5,3,2030882,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,acquired
37.7831775,-122.3086191,1,2.6438,2.6438,0,7.3918,4,1,5000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,acquired
47.765758,-122.184304,0,1.0877,1.0877,,,5,1,20500000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,closed
40.730646,-73.986614,1,3.9616,6.5205,4.5781,7.6877,4,2,13250000,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,acquired
37.54763,-122.307887,1,7.2548,7.2548,7.0055,7.0055,7,1,12000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,acquired
37.790485,-122.40094,1,1.3342,3.0247,3.0219,3.337,9,3,11489687,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3.3333,1,acquired
37.7870923,-122.3999719,1,0.6795,0.6795,2.9178,4.2274,15,1,4000000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,acquired
37.3492097,-122.0326019,1,-0.0301,-0.0301,0.137,0.137,3,1,355000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,acquired
28.098905,-82.400087,1,0,0.2466,2.4164,5.3151,10,2,118000,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,1,acquired
37.779026,-122.40184,1,1.6685,9.337,7.3808,10.474,17,4,40400000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1.6667,1,acquired
32.9583632,-96.8215658,0,1.8055,1.8055,,,1,1,3000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,closed
37.54827,-121.988572,0,2.6986,4.0027,1,1,2,2,19700000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,closed
37.354469,-121.990433,0,9.1671,9.1973,,,0,2,17800000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,closed
37.779281,-122.419236,1,0.011,2.0986,3.0904,3.7836,12,3,57500000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,1,acquired
40.606061,-73.822331,1,0.6658,3.0384,2,5.0548,10,3,17200000,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2.6667,1,acquired
42.3751,-71.105616,0,-0.5836,1.3425,0,1.5479,4,7,457282,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,closed
37.779281,-122.419236,1,-0.0219,2.0329,2.3151,3.1644,11,4,18500000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2.25,1,acquired
40.349274,-74.659296,0,2.0466,2.0466,,,2,1,12000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,closed
40.397761,-105.07498,0,3.5123,3.9562,3.9534,4.8356,5,2,510000000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5,1,closed
37.420428,-122.090769,1,3.9342,4.6822,4.0027,4.0027,3,2,18250000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,acquired
40.725435,-73.997395,1,2.1616,5.6384,3.8329,7.6932,13,4,41500019,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,acquired
39.388156,-77.885552,0,5.4411,5.4411,,,1,1,1000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,closed
34.043948,-118.468204,1,1.1288,1.1288,1,2.6767,7,1,5000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,acquired
42.350749,-83.444589,0,7.8877,10.6658,0.4137,0.4137,2,3,42700000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.6667,1,closed
37.388869,-122.072353,0,0.8822,0.8822,,,7,1,12000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,1,closed
47.614018,-122.19655,1,2.526,3.1041,3.0027,9.126,5,2,22300000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.5,1,acquired
37.406217,-121.976473,1,4.0027,7.8712,0.1616,0.1616,5,2,10000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,1,acquired
37.09024,-95.712891,0,1.1671,4.6658,,,1,3,15564591,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3.5,1,closed
37.779281,-122.419236,1,2.5726,2.5726,2.4795,4.6685,7,1,500000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,acquired
37.779281,-122.419236,1,0.1151,1.3397,1.8329,2.6712,24,2,8950000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,1,acquired
40.753881,-73.978852,1,1.7479,4.8192,4.0027,4.8192,8,4,55350000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4,1,acquired
37.406914,-122.09037,0,3.7233,3.7233,,,1,1,4000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,closed
41.878984,-87.637,1,1.6986,6.5151,3.2849,4.9315,3,5,10764323,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,acquired
40.535316,-74.521435,0,1.4082,1.4082,0,0,1,1,5500000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,closed
37.779281,-122.419236,1,4.2849,4.2849,2.4164,5.5151,7,1,400000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,acquired
37.863464,-122.3153453,0,0.7507,3.0137,,,3,3,54000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.6667,1,closed
34.070958,-84.274733,0,20.8055,20.8055,,,2,1,32000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,closed
39.78373,-100.445882,1,5.789,5.789,,,1,1,13000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,acquired
47.614422,-122.192337,1,0.0849,1.2712,,,5,3,12500000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.3333,1,acquired
37.314002,-121.932365,1,2.3507,8.2822,1.0027,8.2849,16,4,38064570,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1,acquired
37.748676,-122.415813,1,-0.4959,1.2548,2.1726,4.6,21,2,6000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,acquired
38.030823,-78.48158,0,2.4658,4.8329,0.5863,5.6164,4,2,5000000,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,closed
39.035298,-77.430125,1,0,7.1068,6.0055,10.9041,9,3,59000000,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,acquired
39.78373,-100.445882,0,1.0356,1.0356,0,1.0356,2,1,1000000,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,closed
37.758062,-122.418642,1,2.7233,2.7233,0.9151,6.3096,5,1,600000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,acquired
41.853615,-72.70375,0,2.8356,3.1397,3.3781,3.7753,0,2,125000000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,closed
34.01052,-118.495981,1,0.7945,2.9014,3.0493,6.5233,11,2,2750000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,acquired
37.3821368,-121.970505,1,2.9178,4.7342,,,1,2,30000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,acquired
37.433646,-121.886704,0,4.0137,4.0137,,,0,1,7000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,closed
37.45604,-122.165399,1,0.411,0.411,0,2.5342,10,1,6100000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,acquired
32.721834,-117.161797,0,0.5315,1.9205,2.2548,2.9781,12,3,2100000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,1,closed
37.779281,-122.419236,1,0.1452,0.5014,0.4959,3.011,10,2,2565000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3.5,1,acquired
37.584103,-122.366082,0,10.7589,10.7589,,,0,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,closed
35.76524,-78.731161,1,2.5671,5.6904,2.0027,2.0027,3,3,22400000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.6667,1,acquired
40.740441,-73.993376,1,1.0822,1.0822,6.0027,6.0027,12,1,6250000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,acquired
40.750519,-73.993494,1,1.7479,1.7479,1,2.1096,4,1,575000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,acquired
42.387597,-71.099497,0,0,0.5808,0,0,1,2,53000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,closed
37.522281,-122.258139,1,0.9151,2.7753,3.0027,3.6466,6,2,9500000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.5,1,acquired
40.694599,-73.990638,0,-0.7479,0.8192,-1.7507,0.2521,7,2,3500000,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,closed
40.729839,-73.991781,1,0.7726,1.4959,-0.5863,3.7534,14,3,10500000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6.3333,1,acquired
37.54827,-121.988572,1,0.7562,4.4137,2.7836,4.0027,14,4,34250000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.25,1,acquired
42.37564,-71.2358,1,0.6795,4.5507,,,2,5,85381111,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.6667,1,acquired
39.436844,-76.618704,1,6.1671,7.9205,8.0055,11.2548,6,3,100000000,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.5,1,acquired
40.441694,-79.990086,0,-1.011,1.4877,0.4055,1.3205,3,2,125000,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,closed
38.958402,-77.357974,0,2.3178,4.2356,-0.3342,-0.3342,2,2,10600000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,closed
37.554214,-121.977451,1,2.4192,5.4384,2.0027,2.0027,2,3,26100000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.5,1,acquired
40.762674,-73.9821315,1,7.5315,7.5315,10.7342,10.7342,2,1,30000000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,acquired
41.875555,-87.624421,0,1.0575,1.7699,1.0301,1.1123,6,3,132885,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,closed
37.55911,-122.303493,1,0.6,4.2247,-0.7479,4.4767,9,3,9500000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,acquired
37.440682,-122.123103,1,6.1233,6.1233,6.0055,6.0055,9,1,18000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,acquired
39.099909,-84.504243,0,1.8329,1.8329,1.7479,1.7479,4,1,690000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,closed
33.749099,-84.390185,1,5.1644,6.0055,,,1,3,25131611,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,acquired
37.404788,-121.940842,0,3.5288,3.5288,,,1,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,closed
42.3634664,-71.0786638,1,1.5836,6.6466,5.0055,7.0877,4,3,78750000,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.5,1,acquired
37.551441,-122.291435,1,0.2521,4.4055,3.3151,6.7918,27,5,48500000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2.5,1,acquired
37.7795182,-122.3902619,0,0.5726,0.5726,5.1671,8.0082,12,1,15000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,closed
37.3166526,-122.05074,1,0.9397,5.3178,,,13,5,74000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,5.3333,1,acquired
37.783171,-122.392901,1,0.7479,2.3315,2,2,6,2,15000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,acquired
37.09024,-95.712891,0,2.0027,3.9178,3.0027,5.2192,8,3,45000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,closed
37.400367,-121.985711,1,1.9178,1.9178,2.0027,2.0027,4,1,4410000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,acquired
39.001619,-77.403201,1,0,0.8959,2,2.6767,9,2,4500000,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,acquired
37.788653,-122.401333,1,1.6712,3.7863,4.6685,5.6849,11,3,11040000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,acquired
37.779281,-122.419236,1,1.8822,1.8822,1.3288,2.9479,6,1,1600000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,acquired
40.73901,-73.997259,1,3.4164,3.874,7.7534,7.7534,3,2,9000000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,acquired
37.5484187,-122.3151646,1,1.3041,2.6493,0,3.6767,4,3,3282327,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,acquired
