5,427,6.05678,1,0,0,1,11
28,87,4.46591,1,0,0,1,12
2,78,4.35671,1,0,0,1,12
22,352,5.86363,1,0,0,1,13
33,51,3.93183,1,0,0,1,13
22,45,3.80666,1,0,0,1,13
23,524,6.26149,1,0,0,1,13
155,890,6.79122,0,1,0,1,14
20,509,6.23245,1,0,0,1,15
40,84,4.43082,1,0,0,1,22
