salary,age,elevel,car,credit,zipcode_0,zipcode_1,zipcode_2,zipcode_3,zipcode_4,zipcode_5,zipcode_6,zipcode_7,zipcode_8,brand
90537.0496,35,1,2,302056.9251,0,0,1,0,0,0,0,0,0,0
37910.1441,20,3,1,399464.5848,0,1,0,0,0,0,0,0,0,1
92422.59324,52,2,8,308886.506,0,0,1,0,0,0,0,0,0,0
150000.0,31,4,18,249790.5327,0,0,0,0,0,1,0,0,0,1
66938.52234,47,1,11,15198.15057,0,0,0,0,0,0,0,0,1,1
88387.43138,80,1,11,82333.27718,0,1,0,0,0,0,0,0,0,1
29060.81025,45,2,9,406164.5896,0,0,0,0,0,0,0,0,1,1
107592.5351,33,2,6,169847.3343,0,0,0,0,0,1,0,0,0,1
27478.32781,69,3,8,500000.0,0,1,0,0,0,0,0,0,0,0
145683.8368,41,3,9,271596.1632,0,0,0,0,0,0,0,1,0,1
119888.6319,41,0,3,328779.0399,0,0,0,0,0,0,1,0,0,0
128751.1452,66,0,2,394010.9906,1,0,0,0,0,0,0,0,0,1
102644.1368,72,1,6,279655.7691,1,0,0,0,0,0,0,0,0,1
50887.8217,55,0,20,329172.0321,0,0,1,0,0,0,0,0,0,1
84796.30592,24,2,19,167741.3617,0,0,1,0,0,0,0,0,0,0
112310.1495,75,1,3,161946.6083,0,0,0,0,0,0,1,0,0,1
132530.6515,25,1,5,145812.3485,0,0,0,0,1,0,0,0,0,1
23520.41143,72,2,8,313318.6606,0,0,0,0,0,0,0,1,0,0
29819.80482,57,4,4,186745.1407,0,0,0,0,1,0,0,0,0,1
77468.8675,65,4,20,247147.0116,0,0,0,0,0,0,0,0,1,1
68054.64082,61,1,20,277300.5101,0,0,0,1,0,0,0,0,0,0
20000.0,41,0,10,485644.5931,0,0,1,0,0,0,0,0,0,1
95047.9237,79,4,8,329922.743,0,0,1,0,0,0,0,0,0,1
130455.1561,56,4,20,92299.37273,0,1,0,0,0,0,0,0,0,1
105758.7208,75,1,15,1482.385897,0,1,0,0,0,0,0,0,0,1
69861.26466,80,1,15,146050.3559,1,0,0,0,0,0,0,0,0,0
95688.25285,29,2,13,247280.5348,0,0,0,1,0,0,0,0,0,0
140323.7074,33,1,20,135551.9597,0,0,1,0,0,0,0,0,0,1
68053.3894,44,4,18,144930.6728,0,0,1,0,0,0,0,0,0,1
139193.2134,69,0,13,0.0,0,0,0,0,1,0,0,0,0,1
150000.0,56,1,7,373050.1477,0,0,0,0,1,0,0,0,0,1
101445.0105,23,2,15,243688.7018,0,0,1,0,0,0,0,0,0,1
77597.74445,54,2,11,210081.964,0,0,0,0,0,0,0,1,0,0
54661.19921,32,0,18,168218.3817,0,0,0,0,0,0,0,1,0,0
81407.64171,31,4,14,329644.3365,0,0,0,0,0,0,0,0,1,0
67176.56667,21,0,5,348279.437,0,1,0,0,0,0,0,0,0,0
142005.0501,47,2,6,109404.8217,0,0,0,0,0,0,0,0,1,1
103158.6319,44,1,5,244790.5043,1,0,0,0,0,0,0,0,0,0
58555.51104,62,2,19,389687.1404,0,0,0,1,0,0,0,0,0,0
50388.49414,41,0,3,459917.5741,0,0,0,0,0,1,0,0,0,1
31488.72297,39,0,18,180817.9448,0,0,0,0,0,1,0,0,0,1
48536.88348,22,2,8,46120.3939,0,1,0,0,0,0,0,0,0,1
59742.60873,25,0,17,440156.7453,0,0,0,0,0,1,0,0,0,0
98737.84065,65,3,18,208253.8972,0,0,0,1,0,0,0,0,0,1
44863.38388,70,4,15,153945.3747,0,0,0,1,0,0,0,0,0,0
48777.81068,28,0,15,500000.0,0,0,0,0,0,0,0,1,0,0
59331.00983,70,3,4,152312.8766,0,0,1,0,0,0,0,0,0,0
127367.2236,78,0,11,252011.5877,0,0,1,0,0,0,0,0,0,1
121775.8335,30,1,11,0.0,0,0,0,0,0,0,0,0,1,1
138178.8772,53,4,20,102848.1931,0,0,0,1,0,0,0,0,0,1
58211.01619,60,1,1,498816.7148,0,0,0,0,0,0,0,1,0,0
127287.1331,28,1,17,96898.41995,0,0,1,0,0,0,0,0,0,1
44057.64317,68,4,12,410260.7621,0,0,0,0,0,0,1,0,0,0
54394.40177,28,4,7,463516.5896,0,0,0,0,1,0,0,0,0,0
68668.61837,29,0,8,426409.1721,0,0,0,0,1,0,0,0,0,0
93055.2053,45,3,3,44131.25215,0,0,0,0,0,0,0,0,1,0
74272.1252,38,2,6,27119.69087,0,0,1,0,0,0,0,0,0,0
68366.51769,43,4,14,355413.1987,0,0,1,0,0,0,0,0,0,1
90626.79709,24,4,3,288700.3295,1,0,0,0,0,0,0,0,0,0
31242.4138,77,4,8,70410.16331,0,0,0,0,0,1,0,0,0,0
130119.761,46,0,1,277130.0322,0,1,0,0,0,0,0,0,0,1
41786.0207,30,4,16,121711.702,0,0,1,0,0,0,0,0,0,1
52138.16018,49,2,15,298294.8226,0,0,0,0,0,1,0,0,0,1
86882.99922,26,1,3,500000.0,0,0,0,0,0,0,0,1,0,0
49480.10439,63,3,8,95135.23405,0,0,0,0,1,0,0,0,0,0
105369.2255,40,3,4,36805.24678,0,0,0,0,1,0,0,0,0,0
107882.1445,20,2,7,64060.67396,0,1,0,0,0,0,0,0,0,1
79393.77022,51,3,4,327541.1979,0,0,0,0,0,1,0,0,0,0
110097.7753,79,4,12,282891.0917,0,0,0,0,0,1,0,0,0,1
107887.4497,42,3,3,106710.7235,0,0,0,1,0,0,0,0,0,0
96160.32369,61,2,6,328170.5307,0,0,0,1,0,0,0,0,0,1
61926.03154,62,2,2,353903.9806,0,0,1,0,0,0,0,0,0,0
89248.67214,42,4,15,453443.3871,1,0,0,0,0,0,0,0,0,0
120689.9804,34,4,6,370293.4318,0,1,0,0,0,0,0,0,0,1
73906.88111,32,4,17,499164.3429,0,0,0,0,0,0,0,0,1,0
30284.09299,22,4,13,280717.2947,0,0,0,0,0,0,0,1,0,1
109093.4971,78,2,11,290646.7968,1,0,0,0,0,0,0,0,0,1
97601.6357,71,2,17,419576.2768,1,0,0,0,0,0,0,0,0,1
106770.4341,73,0,17,22987.74052,0,0,0,1,0,0,0,0,0,1
75378.26838,49,0,19,92529.98293,0,0,0,0,0,0,1,0,0,1
101945.0692,49,1,2,423675.1601,0,0,0,0,0,1,0,0,0,0
61634.36353,40,0,16,193099.202,1,0,0,0,0,0,0,0,0,0
87590.62225,26,1,4,492069.2417,0,0,0,0,0,0,0,0,1,0
73026.74521,25,4,14,56413.10219,0,0,0,1,0,0,0,0,0,0
115456.8145,69,2,19,402206.1683,0,1,0,0,0,0,0,0,0,1
51667.38702,70,2,1,347967.0229,0,0,0,0,0,0,0,0,1,0
127191.5922,39,0,18,166839.0287,0,1,0,0,0,0,0,0,0,1
134265.5064,64,0,14,216715.7577,0,0,0,0,0,0,1,0,0,1
77252.30572,30,1,14,369266.2609,0,0,0,0,0,0,1,0,0,0
32157.30871,40,3,8,427414.4693,0,0,0,0,0,0,0,0,1,1
101426.2983,20,4,15,144685.8191,0,1,0,0,0,0,0,0,0,1
31327.01506,37,3,14,244495.5525,0,0,0,0,0,1,0,0,0,1
91331.60101,70,3,16,317889.0442,0,0,0,0,0,1,0,0,0,1
119657.7762,31,1,7,232172.259,0,0,0,0,1,0,0,0,0,1
59217.17824,58,0,10,173339.5829,0,0,1,0,0,0,0,0,0,0
128632.2041,33,3,18,49848.98053,0,0,0,0,1,0,0,0,0,1
23368.89826,51,3,1,442672.5687,0,0,0,1,0,0,0,0,0,1
20000.0,34,4,18,134710.0769,0,0,0,1,0,0,0,0,0,1
101699.427,67,0,4,166498.081,0,0,1,0,0,0,0,0,0,1
130758.152,74,3,16,170660.5457,0,0,0,0,0,0,1,0,0,1
104663.798,77,1,19,309124.8861,0,0,1,0,0,0,0,0,0,1
63922.48979,34,4,11,389379.4122,0,0,0,1,0,0,0,0,0,0
140924.8071,80,2,3,299265.7607,1,0,0,0,0,0,0,0,0,1
39443.5188,20,3,20,146688.4045,0,0,0,0,0,0,0,0,1,1
78378.65633,42,2,7,203090.9077,0,1,0,0,0,0,0,0,0,0
106795.6744,58,2,4,137897.6149,0,0,0,0,0,0,0,0,1,1
33148.32585,70,2,2,436216.7408,0,1,0,0,0,0,0,0,0,0
140087.6923,78,2,2,360342.8861,0,0,0,0,0,1,0,0,0,1
140612.5067,50,2,13,276639.7362,0,0,0,0,0,0,1,0,0,1
72867.35203,67,4,10,301189.2593,0,0,0,0,0,1,0,0,0,1
94564.46832,34,1,5,407331.4248,0,0,1,0,0,0,0,0,0,0
115429.476,57,0,1,145421.5062,0,0,0,0,1,0,0,0,0,0
55620.66204,71,4,17,477419.175,0,0,0,0,0,0,1,0,0,0
33347.36033,70,0,14,482101.269,0,0,0,0,0,0,1,0,0,0
39214.95888,46,2,12,251382.0715,0,0,0,0,0,1,0,0,0,1
52866.81021,73,1,6,61389.59241,0,0,0,0,0,1,0,0,0,0
24178.67841,75,2,8,75488.25598,0,0,1,0,0,0,0,0,0,0
45116.38819,28,4,16,281700.2304,0,0,0,0,0,0,1,0,0,1
27562.06748,27,1,17,156619.7207,0,1,0,0,0,0,0,0,0,1
127504.2488,47,4,6,422383.8784,0,0,0,0,0,1,0,0,0,1
35821.31543,58,2,11,327520.885,0,0,0,1,0,0,0,0,0,1
86313.61526,63,0,19,457528.8196,0,0,0,0,0,1,0,0,0,1
150000.0,80,1,19,249547.659,0,0,0,1,0,0,0,0,0,1
129134.939,23,3,4,166516.1563,0,0,0,0,0,0,0,1,0,1
111867.2446,48,0,18,307842.5284,0,0,0,0,0,1,0,0,0,0
117098.6279,35,0,14,499503.2089,1,0,0,0,0,0,0,0,0,1
51410.89278,65,3,3,347975.1063,0,0,0,0,1,0,0,0,0,0
104236.7524,38,4,3,48980.45387,0,0,0,0,0,0,1,0,0,1
65666.1086,77,0,8,11105.34325,0,0,0,0,1,0,0,0,0,0
110467.0547,79,0,15,499205.9892,0,0,0,0,0,1,0,0,0,1
105509.2957,80,4,16,337376.1201,0,1,0,0,0,0,0,0,0,1
135012.8618,41,2,17,203638.7886,1,0,0,0,0,0,0,0,0,1
133548.1379,80,1,1,339518.2798,0,1,0,0,0,0,0,0,0,1
86242.63475,22,4,10,206786.4271,0,0,0,0,1,0,0,0,0,0
56309.34769,36,1,9,130129.9302,0,0,0,0,0,0,1,0,0,0
27660.54122,32,1,7,251119.3738,0,1,0,0,0,0,0,0,0,1
139175.3315,71,0,11,166746.0168,0,0,1,0,0,0,0,0,0,1
100577.598,35,2,8,288933.1394,0,0,0,0,0,0,0,1,0,1
35053.53208,24,1,16,254572.0155,1,0,0,0,0,0,0,0,0,1
136474.7176,74,4,8,197450.6893,0,0,0,0,1,0,0,0,0,1
147791.2778,69,0,16,255592.9654,0,0,0,0,0,0,0,1,0,1
39644.082,30,3,2,463629.845,0,0,0,0,0,0,0,0,1,1
39372.49599,36,0,18,350532.37,0,0,0,0,0,1,0,0,0,1
26573.25429,58,0,12,253095.6447,0,0,1,0,0,0,0,0,0,1
149630.8909,75,3,3,264908.7865,0,0,0,0,1,0,0,0,0,1
72179.50889,20,4,18,12750.89578,0,0,0,0,0,1,0,0,0,0
79986.354,49,3,2,500000.0,0,0,0,0,0,0,1,0,0,0
44697.96179,70,3,3,195563.4292,0,0,1,0,0,0,0,0,0,0
32394.8929,77,4,7,383085.772,0,0,0,0,0,1,0,0,0,0
143742.3542,80,4,11,129507.0112,0,0,0,0,0,0,0,0,1,1
129443.8747,43,1,12,256947.4255,0,0,0,0,0,0,1,0,0,1
138335.9256,50,1,6,0.0,0,0,0,0,0,0,1,0,0,1
146398.1479,23,3,8,256626.6264,0,0,0,0,0,0,0,0,1,1
122047.985,65,0,5,480214.2265,0,0,0,0,0,1,0,0,0,1
111228.2913,75,2,9,390871.9861,0,0,0,0,0,0,0,1,0,1
148080.6561,25,4,6,348060.9535,0,0,0,0,0,0,0,0,1,1
43943.42343,78,3,10,140100.8136,0,0,1,0,0,0,0,0,0,0
103863.5228,44,4,17,120606.6879,0,0,0,0,0,1,0,0,0,0
65915.23752,71,3,16,283638.8152,0,0,0,0,0,0,1,0,0,0
38684.30988,31,4,1,326804.9511,0,0,0,1,0,0,0,0,0,1
93678.64998,22,3,11,462596.6417,0,0,0,1,0,0,0,0,0,0
35888.77853,59,2,14,16701.63707,1,0,0,0,0,0,0,0,0,0
142943.6474,62,3,1,222267.6605,0,0,1,0,0,0,0,0,0,1
77634.44653,39,4,16,378508.0924,0,0,1,0,0,0,0,0,0,0
30479.86686,32,1,9,447580.5806,0,1,0,0,0,0,0,0,0,1
48970.60266,44,4,3,500000.0,0,0,1,0,0,0,0,0,0,1
57425.65076,34,3,16,100141.4186,0,0,1,0,0,0,0,0,0,0
33813.23216,32,4,12,380759.4711,0,0,0,0,1,0,0,0,0,1
43465.95266,79,3,11,305635.7217,0,0,0,0,1,0,0,0,0,0
29502.27521,73,2,18,326220.1284,0,0,0,0,0,0,0,1,0,0
33075.38364,64,2,13,80936.28401,0,0,0,0,0,0,0,0,1,0
51743.85768,42,2,19,233174.5004,0,0,0,0,0,0,0,0,1,1
82071.85363,37,3,14,81533.14727,0,0,1,0,0,0,0,0,0,0
135270.97,39,0,15,9949.779397,0,0,0,0,0,0,0,1,0,1
142641.5404,41,2,8,127900.6,0,0,0,0,0,0,0,1,0,1
126044.3852,26,2,2,113170.0659,0,1,0,0,0,0,0,0,0,1
52016.06066,68,4,11,193598.5375,0,0,0,0,0,0,0,0,1,0
116184.3174,57,4,20,472757.6667,0,0,0,0,0,1,0,0,0,0
120265.442,52,2,18,98261.74286,0,0,0,1,0,0,0,0,0,0
21068.60387,67,1,12,75248.05204,1,0,0,0,0,0,0,0,0,1
142443.0239,80,3,14,217056.5673,0,0,1,0,0,0,0,0,0,1
140838.5331,53,2,12,46629.10429,0,1,0,0,0,0,0,0,0,1
22242.57266,48,1,20,233237.7063,0,0,0,0,1,0,0,0,0,1
141371.3985,57,2,20,6758.350787,0,0,0,1,0,0,0,0,0,1
134775.7078,43,1,17,410810.9561,0,0,0,0,1,0,0,0,0,1
106922.9616,46,2,8,296361.4239,0,0,0,1,0,0,0,0,0,0
41864.3411,60,3,15,58115.38434,0,0,0,0,0,1,0,0,0,1
122989.4859,37,1,20,227905.1129,0,0,0,0,0,0,0,0,1,1
99902.58369,71,0,9,282061.1136,0,0,0,0,1,0,0,0,0,1
52389.86608,54,0,15,430955.7821,0,0,0,0,0,0,0,0,1,1
79392.67683,74,2,1,329353.3819,0,0,1,0,0,0,0,0,0,1
50889.06737,20,1,14,258743.9115,0,0,0,0,1,0,0,0,0,0
74794.92271,76,4,2,412814.9437,0,0,0,0,0,0,1,0,0,1
57894.79151,51,1,5,237874.4637,0,0,1,0,0,0,0,0,0,1
135945.736,50,3,13,238705.9121,0,1,0,0,0,0,0,0,0,1
96689.21987,54,2,10,487481.5287,0,0,0,1,0,0,0,0,0,0
68762.76949,23,3,5,114843.3943,0,0,1,0,0,0,0,0,0,0
122551.7236,49,4,6,302519.8818,0,0,0,0,0,0,0,1,0,0
75542.84898,43,2,20,282457.5975,0,0,0,0,1,0,0,0,0,0
97699.81786,44,0,5,247841.0204,0,0,1,0,0,0,0,0,0,0
111351.8974,60,3,14,73525.24482,0,1,0,0,0,0,0,0,0,0
89588.20479,57,4,2,135932.529,0,0,0,0,0,0,0,0,1,0
55621.78875,27,1,10,175872.8005,0,0,1,0,0,0,0,0,0,1
98651.00161,78,2,1,41914.95199,0,0,0,0,0,0,0,1,0,1
55803.12968,57,1,19,40565.0112,1,0,0,0,0,0,0,0,0,1
135735.9405,57,1,18,262196.0391,0,0,0,0,0,0,0,1,0,1
26841.50521,62,2,10,87196.19052,0,0,0,1,0,0,0,0,0,0
113979.4842,50,0,15,346036.0698,0,1,0,0,0,0,0,0,0,0
