tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std(),Activity
0.280592971,-0.017659805,-0.108786578,-0.98477733,-0.972196874,-0.971311177,-0.134832031,0.943017941,0.11262019,-0.979565602,-0.99076558,-0.984192606,0.076664534,0.012219385,0.002776905,-0.985259109,-0.972777455,-0.982111784,-0.019174384,-0.04155999,0.152019016,-0.980836885,-0.982442644,-0.959897433,-0.102297502,-0.041239143,-0.066695749,-0.981724838,-0.990845725,-0.986549063,-0.98062118,-0.972891829,-0.98062118,-0.972891829,-0.983330628,-0.976504859,-0.952523752,-0.954713183,-0.990641248,-0.984476477,-0.983801366,-0.971403935,-0.973576813,-0.985322212,-0.973589287,-0.971668077,-0.984884874,-0.973882497,-0.979564844,-0.987122678,-0.973486716,-0.983302949,-0.976187471,-0.982640272,-0.961434421,-0.982424585,-0.982660632,-0.963183903,-0.973994005,-0.976037696,-0.976940775,-0.975126531,-0.967093356,-0.954849054,-0.985978837,-0.983569468,'LAYING'
0.260113433,-0.017520392,-0.108160126,-0.95531868,-0.949072009,-0.948333844,-0.378592065,0.803378835,0.275043198,-0.936458309,-0.974396493,-0.959643956,0.085429539,0.007744083,-0.004371484,-0.969276283,-0.962639527,-0.970629308,-0.014654681,-0.083553735,0.145191848,-0.966090742,-0.953873894,-0.950157442,-0.09904023,-0.041067531,-0.0678909,-0.967198203,-0.965900371,-0.96995393,-0.948204676,-0.936542687,-0.948204676,-0.936542687,-0.969843834,-0.962580915,-0.930840594,-0.935725716,-0.971067769,-0.962012018,-0.956248488,-0.951265971,-0.954724802,-0.955207642,-0.950640041,-0.948380834,-0.968742759,-0.963223332,-0.967149695,-0.972820011,-0.964703657,-0.972713845,-0.956653887,-0.95256172,-0.945673242,-0.969254585,-0.955343676,-0.956424382,-0.94386744,-0.942133255,-0.962448419,-0.961653004,-0.945497023,-0.940373828,-0.963949607,-0.961911612,'LAYING'
0.27671636,-0.020440454,-0.104331865,-0.968891989,-0.95094795,-0.950392995,-0.156852206,0.656400944,0.598884989,-0.957875245,-0.975948136,-0.959892864,0.076777483,0.018344189,-0.009883897,-0.98541995,-0.980152343,-0.983070657,-0.0097361,-0.09662507,0.117819615,-0.97214347,-0.96270462,-0.967350514,-0.101835574,-0.0417744,-0.064877042,-0.981404743,-0.978854747,-0.989801549,-0.960517768,-0.947944747,-0.960517768,-0.947944747,-0.985467854,-0.980066243,-0.944303112,-0.944687481,-0.985446265,-0.975113306,-0.97471692,-0.965843757,-0.966295583,-0.966960088,-0.947462328,-0.945852136,-0.985199684,-0.980375137,-0.980994602,-0.987078175,-0.981394262,-0.983670049,-0.96946349,-0.968689729,-0.96912688,-0.973446792,-0.959944126,-0.969797215,-0.959535494,-0.949431319,-0.980754386,-0.97804435,-0.957681621,-0.946133432,-0.978150814,-0.972798632,'LAYING'
0.23327544,-0.011342465,-0.086833332,-0.917501887,-0.909697041,-0.900331922,-0.145483632,0.485396927,0.83656291,-0.862136937,-0.948774864,-0.901303856,0.098140385,-0.008315071,-0.032360151,-0.971473557,-0.968127617,-0.972431855,0.005052212,-0.153423808,0.149124058,-0.957221015,-0.932499781,-0.952296965,-0.105446637,-0.03726774,-0.056617187,-0.970274963,-0.968042894,-0.979711373,-0.90597825,-0.856593119,-0.90597825,-0.856593119,-0.972576393,-0.966450909,-0.904665418,-0.913433186,-0.975621183,-0.964009922,-0.933936178,-0.930366906,-0.927882307,-0.911972655,-0.905221049,-0.894055711,-0.972010709,-0.969342124,-0.968593196,-0.973491388,-0.969113291,-0.97491443,-0.949959041,-0.938087898,-0.949107163,-0.959740489,-0.929955407,-0.95779048,-0.899463669,-0.859606047,-0.967988596,-0.963607434,-0.930151731,-0.917760105,-0.966455343,-0.963666018,'LAYING'
0.289475653,-0.016629654,-0.11853024,-0.972255552,-0.962759422,-0.929586835,-0.171993055,0.899242553,-0.036919291,-0.961509743,-0.986036192,-0.950710357,0.076751544,0.012398427,-0.00443928,-0.981739387,-0.970921588,-0.978402957,-0.016830089,-0.061970087,0.1134519,-0.957167681,-0.961142912,-0.956537052,-0.102266714,-0.041587897,-0.062433456,-0.973923951,-0.980482834,-0.980112733,-0.955340662,-0.943314108,-0.955340662,-0.943314108,-0.979890228,-0.973644463,-0.944605127,-0.924043008,-0.983235025,-0.973650042,-0.974016177,-0.962461124,-0.951565946,-0.971718825,-0.96459043,-0.923923992,-0.981329999,-0.970833222,-0.974775684,-0.983949291,-0.97321532,-0.980745097,-0.955413596,-0.964310894,-0.9581901,-0.958224495,-0.959991907,-0.960015831,-0.956001034,-0.94550856,-0.973681223,-0.972530078,-0.946812642,-0.923682245,-0.975727854,-0.972645711,'LAYING'
0.274227163,-0.016610351,-0.107310493,-0.973691429,-0.94306115,-0.965490276,-0.206783742,-0.019927023,0.893884469,-0.963761978,-0.966087104,-0.967886002,0.078396027,0.013280505,-0.001541051,-0.988416724,-0.984867287,-0.987644127,-0.016154541,-0.113675061,0.096621035,-0.97701077,-0.970747514,-0.984781485,-0.102209572,-0.034773533,-0.057679044,-0.985835459,-0.989046576,-0.994465158,-0.961834635,-0.957895928,-0.961834635,-0.957895928,-0.988349657,-0.987891004,-0.9517771,-0.959020036,-0.990839526,-0.988212425,-0.980213187,-0.963635575,-0.974580069,-0.971409075,-0.937083637,-0.962524373,-0.988580046,-0.984752927,-0.985544945,-0.989287359,-0.986215013,-0.988348905,-0.975892407,-0.976092921,-0.985957788,-0.977509584,-0.968135252,-0.985730996,-0.968020521,-0.958111896,-0.987514525,-0.98724716,-0.970249639,-0.958975084,-0.988695278,-0.988058401,'LAYING'
0.269780086,-0.016846201,-0.10700628,-0.972960567,-0.944792875,-0.9534767,-0.19913309,0.658792072,0.722657502,-0.961063222,-0.961466681,-0.957164565,0.077908975,0.007068671,-0.000143543,-0.981489017,-0.976960543,-0.982813001,-0.023475647,-0.094458019,0.11144049,-0.975893062,-0.971484336,-0.976200771,-0.102049764,-0.036196114,-0.060492705,-0.980792372,-0.983135597,-0.988221713,-0.953021411,-0.948257994,-0.953021411,-0.948257994,-0.981607628,-0.980126745,-0.960733122,-0.959325499,-0.985542411,-0.982038121,-0.97435928,-0.954648102,-0.965406092,-0.972438525,-0.942791616,-0.950116956,-0.981472069,-0.977212388,-0.980380059,-0.983213244,-0.978343916,-0.983854159,-0.971949211,-0.973669099,-0.976164852,-0.977203498,-0.970627807,-0.978357126,-0.961046326,-0.949042532,-0.979687319,-0.979657231,-0.969014445,-0.960023839,-0.982765526,-0.981983438,'LAYING'
0.274691577,-0.017393768,-0.107698928,-0.984527649,-0.986160921,-0.987658662,-0.220600509,0.719755404,0.605495318,-0.982715988,-0.994093523,-0.99095725,0.074998501,0.011701896,-0.001213448,-0.985921071,-0.985554339,-0.990660246,-0.025176181,-0.083758731,0.093778195,-0.992872598,-0.984202873,-0.985108386,-0.099715424,-0.039344019,-0.059313599,-0.996104441,-0.990547639,-0.992548102,-0.986456242,-0.986464543,-0.986456242,-0.986464543,-0.98832154,-0.989526278,-0.980740847,-0.980560878,-0.993095123,-0.992153054,-0.985179972,-0.984909885,-0.988606906,-0.984321858,-0.986746451,-0.987224804,-0.986404709,-0.985865325,-0.989116866,-0.986641246,-0.986210701,-0.990744753,-0.992436928,-0.985611171,-0.984999292,-0.993019372,-0.983457775,-0.986483048,-0.986788412,-0.987648484,-0.988548418,-0.989710657,-0.984329092,-0.981468842,-0.991901008,-0.992737962,'LAYING'
0.272653733,-0.017142686,-0.108981462,-0.96501958,-0.973449969,-0.984672837,-0.680043155,0.725646623,0.687623853,-0.958959611,-0.98699315,-0.988819032,0.0772318,0.011149573,-0.000988691,-0.983605223,-0.974524523,-0.988260181,-0.031207273,-0.095262801,0.108605114,-0.981357611,-0.963617706,-0.973197524,-0.095601827,-0.03714766,-0.059916148,-0.976105663,-0.984607729,-0.986958364,-0.966260807,-0.963193489,-0.966260807,-0.963193489,-0.98478434,-0.980668288,-0.953263433,-0.955906647,-0.985342498,-0.980245511,-0.97453373,-0.972798824,-0.985340447,-0.962085001,-0.974832076,-0.984740998,-0.983478562,-0.974878271,-0.986506489,-0.985278007,-0.975964112,-0.988558703,-0.974196218,-0.972061003,-0.973932333,-0.983944795,-0.959831366,-0.975417524,-0.971957401,-0.964056774,-0.980621564,-0.979452188,-0.965624724,-0.957496024,-0.98189047,-0.979327847,'LAYING'
0.239507882,-0.014440628,-0.104274323,-0.962249115,-0.96409818,-0.972571998,-0.472431416,0.864882957,0.477573305,-0.928674215,-0.976018477,-0.976518553,0.089271601,0.001108225,-0.003098918,-0.984270728,-0.977002607,-0.984989224,-0.023176062,-0.095489963,0.12368021,-0.984477414,-0.97294191,-0.972409894,-0.099503307,-0.038776298,-0.061002829,-0.989283577,-0.981540062,-0.986670534,-0.960743126,-0.939489445,-0.960743126,-0.939489445,-0.984670074,-0.980161687,-0.960447373,-0.962153598,-0.986749501,-0.981079302,-0.965728782,-0.965595958,-0.976392651,-0.960997907,-0.964960988,-0.971901325,-0.983889985,-0.977220708,-0.982876212,-0.986213883,-0.978451447,-0.985707806,-0.982619404,-0.97312003,-0.972278604,-0.985154589,-0.973092518,-0.974995267,-0.952827071,-0.941894086,-0.979695458,-0.979565197,-0.969832241,-0.964205915,-0.981119821,-0.981986153,'LAYING'
0.271325472,-0.018423305,-0.103253832,-0.955019866,-0.956959422,-0.945653788,-0.174349175,0.599992678,0.788251027,-0.945905271,-0.983732936,-0.952416332,0.08201502,0.011994367,-0.013905344,-0.984826521,-0.971584753,-0.983977644,-0.030512619,-0.113800486,0.098090652,-0.975411858,-0.952147091,-0.981345431,-0.096411838,-0.034627507,-0.060139866,-0.984643717,-0.981998498,-0.988749496,-0.952596583,-0.942186431,-0.952596583,-0.942186431,-0.982800331,-0.978552619,-0.94927889,-0.949289148,-0.985915907,-0.982246472,-0.968234376,-0.960069247,-0.961772191,-0.950929451,-0.957258971,-0.940919007,-0.984188841,-0.972039417,-0.981630805,-0.987061377,-0.973164433,-0.984925271,-0.973410473,-0.964968005,-0.980811216,-0.97622692,-0.946599855,-0.983270707,-0.953769071,-0.944449071,-0.978444124,-0.977604879,-0.962349013,-0.949736575,-0.982993315,-0.982305117,'LAYING'
0.279959721,-0.014262986,-0.110800925,-0.947735252,-0.913276302,-0.942945808,-0.418494577,0.632484076,0.771903907,-0.928781249,-0.958826939,-0.952435389,0.075220224,0.004598348,-0.004674387,-0.970355192,-0.955151527,-0.974527012,-0.020831137,-0.092572312,0.145003879,-0.956641906,-0.961884963,-0.933251871,-0.100203935,-0.037608731,-0.070272357,-0.972092603,-0.980484171,-0.978636302,-0.934993799,-0.909407761,-0.934993799,-0.909407761,-0.971169779,-0.959849822,-0.926616373,-0.923911566,-0.981716936,-0.974201691,-0.953758543,-0.925524703,-0.954219236,-0.945656808,-0.912562857,-0.941163951,-0.969570327,-0.954833264,-0.970918942,-0.974126068,-0.958960958,-0.976833164,-0.95336692,-0.964698259,-0.94257024,-0.958030987,-0.960711255,-0.936965639,-0.929818991,-0.913267251,-0.962654792,-0.955635614,-0.946055841,-0.923552358,-0.976638981,-0.972789021,'LAYING'
0.274038008,-0.021655384,-0.104256776,-0.956756363,-0.976309827,-0.973223495,-0.391564963,0.438434067,0.918782825,-0.947948758,-0.982794563,-0.976780462,0.083178761,0.01535144,-0.006282351,-0.986360447,-0.988611617,-0.984663477,-0.011339972,-0.105052917,0.111078595,-0.981849401,-0.959195236,-0.983920133,-0.102024923,-0.037244975,-0.062199163,-0.98502785,-0.979427763,-0.994908985,-0.962959197,-0.957871991,-0.962959197,-0.957871991,-0.987010197,-0.986685652,-0.949418001,-0.957227586,-0.984557479,-0.981314832,-0.970037238,-0.982072296,-0.977515214,-0.952410958,-0.974304149,-0.972261283,-0.986204659,-0.988230264,-0.982415512,-0.987840853,-0.989995617,-0.985502012,-0.979676078,-0.968469136,-0.984238808,-0.982665213,-0.95499731,-0.985317841,-0.967747053,-0.958465695,-0.985905704,-0.986540201,-0.966239348,-0.959025538,-0.981846854,-0.981585141,'LAYING'
0.272850495,-0.017355521,-0.107236237,-0.967984021,-0.983126462,-0.973566959,-0.359292534,0.738430699,0.68383991,-0.960412164,-0.993454358,-0.979239668,0.080721233,0.011981952,-0.005892258,-0.986365434,-0.982430495,-0.983087367,-0.014367993,-0.095553805,0.111730746,-0.98265172,-0.960299551,-0.981701361,-0.10281381,-0.038232371,-0.062411697,-0.979865721,-0.978091313,-0.992381596,-0.971854043,-0.969354834,-0.971854043,-0.969354834,-0.985529271,-0.983605927,-0.953791513,-0.957829935,-0.982780874,-0.978659102,-0.975893687,-0.980830362,-0.976634816,-0.965167082,-0.984571808,-0.973057782,-0.985998547,-0.982140614,-0.98154969,-0.988140518,-0.984124532,-0.983185638,-0.976570564,-0.96611198,-0.981093036,-0.984713284,-0.957792949,-0.983602746,-0.973171068,-0.971063024,-0.983108084,-0.983285116,-0.964001383,-0.961369085,-0.978596741,-0.980096981,'LAYING'
0.250791829,-0.018894366,-0.10042883,-0.909116474,-0.691770681,-0.717262004,-0.461102531,0.62065892,0.526353818,-0.829554948,-0.643578361,-0.610161166,0.087907169,0.028461931,-0.030717944,-0.973323412,-0.94568717,-0.967835526,0.003727235,-0.071640173,0.139718671,-0.88976964,-0.936630803,-0.91092799,-0.101646999,-0.042671887,-0.059692215,-0.957381145,-0.971564323,-0.974242255,-0.560477776,-0.649254768,-0.560477776,-0.649254768,-0.962161356,-0.961931605,-0.809688545,-0.85601737,-0.969783262,-0.968309523,-0.929147371,-0.784945819,-0.816197954,-0.902547712,-0.672384256,-0.694100368,-0.972859086,-0.946802004,-0.962632675,-0.976423985,-0.948414294,-0.97188537,-0.890517539,-0.946259639,-0.924536861,-0.891308069,-0.932293335,-0.915467504,-0.774481944,-0.651353242,-0.960083147,-0.963601213,-0.910126994,-0.850661341,-0.968251609,-0.970457948,'LAYING'
